PTENP1
TUBB7P
DUSP5P1
PTP4A2P1
REG1CP
RHEBP1
NBEAP1
KLKP1
SAA3P
HK2P1
POU5F1P3
CYMP
NR1H5P
BCRP1
WFDC21P
POU5F1P4
NOS2P1
S100A7L2
TPTE2P1
LOC649352
RPL4P1
RPL36P16
WASH6P
PSG10P
DUX4L7
DUX4L6
DUX4L5
DUX4L3
NCF1B
SPRR2C
ACTBP8
TALDO1P1
BTF3P11
TCP10L3
TRBV20OR9-2
TNXA
TRPC2
MAFIP
PPBPP1
DUX4L2
GUSBP1
PPIEL
DHRS4L1
PABPC1P2
DHFRP2
TYRL
ZRSR2P1
LY6G6E
GOLGA2P10
LPAL2
DVL1P1
GABPAP
OR1E3
C19orf48P
MMP23A
MBL1P
BAGE2
PSPHP1
AOC4P
XKRY
CENPBD1P
TAAR3P
SERHL
CLCA3P
POU5F1P5
POU5F1P6
POU5F1P7
IRX4P1
VN2R2P
VN2R3P
VN2R6P
VN2R7P
VN2R10P
VN2R11P
VN2R12P
VN2R13P
VN2R14P
VN2R15P
VN2R16P
VN2R18P
VN2R19P
VN2R20P
OTX2P1
PDZK1P1
HMGN1P3
HMGN1P4
DPPA4P3
UBE2D3P1
MCCD1P1
DDX39BP1
ZDHHC20P1
ZDHHC20P2
TMEM183AP1
RPL35AP4
DDX39BP2
MCCD1P2
GUSBP17
JKAMPP1
CDH12P3
CDH12P1
CDH12P4
GTF2IP4
GXYLT1P1
CDC14BL
SKP1P3
TMX1P1
TMX1P2
FKBP6P1
IFITM3P5
IFITM3P3
HAVCR1P1
TMA16P1
TMA16P2
PMS2P7
H2BW3P
GPCPD1P1
BRI3P3
ELF2P1
GNG5P3
GNG5P4
GNG5P5
ANKRD26P3
HMGN2P17
TRNT1P1
TRNT1P2
VEZTP1
FGF7P8
NRBF2P2
NRBF2P5
YBX2P1
YBX2P2
ANKRD39P1
KLF3P2
CRLF3P3
UFC1P1
HNRNPRP1
TIPINP1
TIPINP2
LOC100125409
FAM86JP
L1TD1P1
NUDT19P1
DEPDC1P2
CUX2P1
CUX2P2
UBA5P1
GJA6P
VN2R21P
IBTKP1
ATP5PBP8
RPL7P24
NUP50P4
BMI1P1
SPOPLP1
SMIM11P1
SLC66A2P2
HNRNPCP7
SELENOKP2
ST13P12
CDRT15P11
LOC100127917
DPPA3P5
SUMO2P6
RPS15AP14
MND1P1
KIAA1191P2
SOCS5P3
RPL15P16
ATF4P4
PTTG1P2
AGGF1P9
BCAS2P1
CCSER2P1
RPS3AP48
RPL7L1P16
VN1R96P
VTI1BP3
STBD1P1
FUNDC2P4
FBLP1
TMEM69P1
CATSPER2P2
MED15P4
RPL15P5
RPL34P7
RPL18AP11
RPL32P21
SPICP3
SUMO2P17
FAR1P1
ISCA1P4
HMGN1P26
WHSC1L2P
TULP3P1
ACTR3P3
PLEKHB2P1
DPPA2P3
CDPF1P1
KNOP1P3
RPL10P11
PIGPP3
KLF7P1
KRT19P4
BRD7P6
FAF2P1
HNRNPA1P11
CHORDC1P1
WDR77P1
LOC100128052
LOC100128056
NIPA2P3
RPS7P10
HNRNPDLP2
SLC2A3P1
RPL36AP27
LOC100128076
NIPAL1P1
RPS15AP40
LOC100128086
LOC100128091
PRDX3P2
LOC100128093
LPCAT2BP
PHB1P16
AGGF1P5
UBE2Q2P13
BORCS8P1
CHCHD2P3
RPL26P35
RPL17P15
CCNHP1
SLC25A51P3
LOC100128121
CBLL1P1
TMCC1P1
GVINP2
NDUFA5P4
RPS4XP17
RPL32P37
CLCP2
MFSD4BP1
ATF1P1
RPS6P7
FHL1P1
RPS26P39
MTFR1P1
DEFB131C
NDUFS5P5
RAP1BP2
FMO10P
PABPC1P7
SLC9B1P1
ENSAP3
LOC100128210
GTF3AP5
PSMC6P3
EDDM3DP
HMGB1P20
YRDCP2
KIAA0895LP1
CD83P1
MESDP1
RPL31P55
FAM90A28P
RPS18P3
RANP6
ACTRT1P1
SYF2P2
RPL35AP20
LOC100128284
DNM1P35
LOC100128293
LOC100128297
SOCS5P2
SDHCP2
RPS13P1
PIGCP2
SLC25A6P6
RPL26P17
EXOGP1
LOC100128334
LOC100128335
IPO7P2
BCAS2P3
RBMX2P1
NFYCP1
RPL15P15
RPL21P52
RPS27AP20
RPS6P24
AIDAP3
LOC100128362
ISG20L2P1
VN1R21P
HMGN2P28
LOC100128373
RPS29P7
TFGP1
VN1R65P
CALM2P1
RPL35AP36
NIFKP5
LOC100128407
RPL22P10
NPM1P34
VTA1P2
XIAPP3
RAB28P5
RPS24P14
UBTFL9
UBXN2AP1
GEMIN8P1
LOC100128441
SRSF6P1
UQCRHP4
IL9RP1
RPS6P8
CCNB1IP1P3
CCNJP1
RPF2P2
PET117P1
IFIT6P
LOC100128467
SNRPCP3
TPT1P2
UBE2V2P1
LOC100128497
DPPA2P2
FXYD6P2
ARHGAP42P5
ATP5PBP5
RPS24P11
TPT1P14
MTCH2P4
UQCRFS1P1
RPS18P14
SETP8
TARDBPP4
ATP6V1G1P2
BET1P1
GLRX5P1
LOC100128548
CDKN2AIPNLP2
LOC100128588
GAPDHP39
FAM136FP
HNRNPDLP1
NDUFB9P2
LOC100128601
C1GALT1P2
RPS15AP13
LOC100128610
UBA52P7
SLC25A3P2
CYB5AP2
LOC100128622
SRSF1P1
PPP1R2P10
CDC42P3
RGS17P1
EEF1A1P26
HMGB1P48
RPL10AP7
LOC100128655
CHCHD4P2
RPL27P3
RPL22P20
FYTTD1P1
LOC100128673
LOC100128674
LOC100128676
BTBD10P1
CCNG2P1
SLC16A14P1
LOC100128686
ELL2P4
PABPC1P6
HNRNPA1P41
AK4P4
NIFKP4
RPL9P30
NDUFB10P1
PRELID3BP3
LOC100128713
LOC100128721
CBX1P3
APOOP4
FCF1P3
LRRFIP2P1
UBTD2P1
RPLP1P8
RPS7P9
HEBP2P1
LOC100128762
THAP12P6
RPL8P2
EIF4BP3
PRR3P1
NEDD8P1
LOC100128776
KLF8P1
SHLD2P2
LYPLA2P3
LOC100128800
DRAXINP1
SPICP4
AGGF1P8
RPL35AP37
ANAPC15P1
AK6P2
FRG2FP
LOC100128833
CLK3P2
HNRNPA1P36
CDC42EP3P1
BNIP3P34
ZNF725P
B3GALNT1P1
RPS15AP29
METTL5P3
RBM22P3
RAD1P1
RPSAP36
NDUFAF4P4
NAP1L1P2
LOC100128898
RPL7L1P9
PRDX3P3
NPM1P4
LOC100128906
PCNPP2
RPS21P4
RPS6P16
LOC100128926
AMZ2P3
SDCBPP1
FXYD6P1
RPL10AP6
LOC100128939
YWHAQP3
LOC100128948
LOC100128958
GAPDHP62
RPL3P9
SRSF3P5
RBM17P4
KATNBL1P4
LOC100128983
RPL35AP7
NPM1P38
MED6P1
RSL24D1P9
GTF3C6P1
RPL3P10
APOOP2
FMO8P
CUL4AP1
DCAF13P1
LSM6P1
ACTR3P2
RPL24P5
ARF4P4
RPLP1P4
UBL5P3
GLYATL1P1
WEE1P1
CFAP53P1
EIF3KP2
PIGFP3
CICP20
NAA40P1
CCNYL4
RPL7P25
NPM1P35
THAP12P5
LOC100129078
CRIPTOP7
SELENOKP1
HIGD1AP1
RPS5P4
BTNL10P
TPM4P3
LOC100129099
RLIG1P3
RPL22P4
TCF3P1
LOC100129108
TMEM167AP2
ACE3P
TVP23BP1
LOC100129130
TMEM184CP1
LOC100129135
LOC100129137
THAP3P1
DNAJB12P1
RPL21P37
SMUG1P1
LOC100129144
LOC100129155
RBBP6P1
NMNAT1P2
RSL24D1P2
RFESDP1
MTRES1P2
POLR2KP2
RPL13P6
RPL9P5
RPL36AP11
LOC100129184
MICC
MUPP
RPS3AP40
PRR13P3
RSRC1P1
LOC100129205
SOWAHCP4
RPS6P22
HNRNPCP10
HSPA8P20
RPL27P7
NPM1P21
RPS15AP12
LOC100129245
PDSS1P1
FTLP4
LOC100129254
NMNAT1P5
BRD7P5
RPL7L1P1
RPL28P6
LOC100129265
TOMM20P4
LOC100129274
LOC100129276
TPMTP3
RPS27P14
LDHBP3
RPS15AP39
MORF4L1P5
LOC100129291
LOC100129293
RPL22P24
TPMTP4
RPS20P32
LOC100129307
DNAJA1P1
RPL31P14
VN1R66P
SLC25A6P5
HMGB3P10
SSBP3P1
HNRNPA1P64
SNRPEP3
RAB28P2
RPL29P20
EIF4BP2
TPSP1
LOC100129340
LOC100129344
CDCA4P2
AGGF1P4
LOC100129352
NRADDP
BOD1P2
RPL9P29
KLHL5P1
LOC100129367
HNRNPH1P2
NDUFB9P3
RPL18P3
RNF14P1
RPL23P9
RPS29P17
LOC100129381
THAP12P4
ANKRD33BP2
LOC100129391
RPL12P42
LPGAT1P1
LYPLA1P1
HAUS4P1
EEF1GP4
LOC100129404
MSTO2P
RPL31P16
RPL18P2
LOC100129422
EI24P1
RPL19P12
RANP5
ZFRP1
GAMTP2
SNRPEP1
LOC100129456
LOC100129457
PWWP2AP1
DPY19L1P1
BOD1P1
PLS1P1
PTP4A1P6
C4orf46P1
ZNF37BP
SLC35C2P1
RPL24P9
LOC100129492
LOC100129497
MAN1A2P1
POU5F1P2
RPL26P23
LOC100129526
LOC100129527
LOC100129534
RPS29P21
RPS26P38
RPL13AP16
LOC100129554
HMGN1P7
RPS10P27
HNRNPA3P8
MYL6P3
PTP4A1P4
SNRPCP2
PEBP1P3
LOC100129573
RLIG1P1
MR1P1
MTCH1P1
RPL17P44
LOC100129586
VN1R34P
LOC100129589
RPL29P24
FAM8A3P
PRUNE1P1
RPS29P14
CDCA7P2
PABPC1P12
HNRNPA1P73
LOC100129607
PRAMEF31P
LOC100129616
THAP5P2
RSU1P1
TOMM5P1
PPP1R1AP2
EIF2S2P6
IGHV2OR16-5
RPL9P19
DDX55P1
BTG1P1
POM121L11P
RPL18P9
IFT57P1
RPL5P35
PGDP2
RPS26P55
RPL17P18
HAX1P1
PRELID3BP1
LOC100129667
RPL18P8
LOC100129672
LOC100129682
WEE1P2
RPL21P125
LOC100129687
RAD1P2
EIF4BP9
LOC100129693
R3HDM2P2
INHCAP
HMGB1P13
PARLP1
IPO7P1
RCC2P8
RPS13P3
HMGB1P12
LOC100129725
TMED10P2
LOC100129728
RAB11AP1
RPS6P15
LOC100129734
CDV3P1
SETP9
DYNLL1P4
RPS3AP13
RPL7P14
RSL24D1P1
AMD1P4
AKR1B1P6
TMPOP1
LOC100129774
LOC100129776
BNIP3P6
DNAJB6P5
ATP5F1AP4
RPL17P26
TLK1P1
NPM1P50
RPL13P13
RPL13AP21
ZNF807P
RPL12P37
RPL24P6
CT45A11P
PGAM1P13
TUBAP6
RPL22P7
PIP5K1P2
LOC100129830
PDK1P2
LOC100129844
LOC100129847
CLDN7P1
DNAJC19P1
LOC100129854
RPL37AP5
RSL24D1P7
SUCLA2P2
EI24P2
RPL30P14
GRPEL2P3
NENFP2
RPL31P49
RPS29P11
RPS27P19
HMGB1P45
HNRNPA1P40
RPL15P4
LOC100129923
RPL12P13
RPL31P5
NUP210P2
RPL10P10
GLYATL1P2
RPL34P14
LOC100129935
KNOP1P1
RPS10P31
RSL24D1P5
LOC100129942
LOC100129947
RFKP5
LOC100129949
RPL39P10
RRN3P4
HMGN2P48
LOC100129957
KRT8P44
AK3P4
SDCBPP2
MTCH1P2
NPM1P47
RPL10P15
BRI3BPP1
RPL12P19
UBE2CP3
RLIG1P2
RPL38P2
GRPEL2P2
MTRES1P1
SPIN2P1
RPL5P27
LOC100130001
HNRNPA1P23
SNRPGP2
EIF4A1P11
HMGA1P8
SYPL1P1
SETP5
URAHP
FTLP10
LOC100130018
RPL38P5
HMGA1P6
RPL36AP12
BLOC1S6P1
OSBPL9P2
MTHFD2P6
SETP17
CFAP69P1
H1-8P2
LOC100130049
LOC100130052
VN1R70P
GNPATP
LOC100130063
EIF4BP4
RPL9P22
HPRT1P1
RPS27P13
LOC100130072
IQSEC3P2
KRT17P8
SZRD1P1
RFPL4AP6
LOC100130088
SFR1P1
KIF28P
MIPEPP2
WBP11P2
TRIM51CP
RPS23P7
ZNF849P
SNRPEP4
ZSWIM5P1
SPICP2
DDX6P2
LAMTOR3P1
LOC100130121
STAU2P1
LOC100130137
UBE2D3P2
KNOP1P5
NUS1P4
SPRING1P2
JPT1P1
CNEP1R1P1
LOC100130177
LSM3P4
LOC100130180
RPS24P19
TUBB3P2
SRRM1P3
RPS12P31
HNRNPCP9
LOC100130203
NIPA2P2
CHMP4AP1
LOC100130210
EEF1A1P29
RPL13P11
NPM1P8
EEF1A1P27
KATNBL1P2
UBA52P6
RPS5P2
COX6CP3
NXNP1
RCBTB2P1
SALL4P2
EEF1GP2
ARL2BPP4
LOC100130270
CDC27P2
HMGB1P44
RPL34P11
SNRPGP10
IDI1P2
RPS27AP13
SPDYE19P
MSANTD2P1
RPS6P23
SELENOTP2
TAF9BP2
LOC100130321
TMEM183AP5
NDUFA5P5
LOC100130329
LOC100130331
NAP1L1P3
PABPC1P9
SCGB2B3P
CDHR18P
RPS6P5
LOC100130353
MED28P4
SNRPGP4
RPL13P14
MTRF1LP2
HIGD1AP12
CENPUP1
EEF1E1P1
YWHAQP5
RPL9P20
LOC100130394
ATP5MGP4
RPL21P92
B3GALNT2P1
RPA3P2
HMGB3P26
BTF3P15
RPS7P13
LOC100130437
RPS27AP12
RPL12P16
MRS2P1
RPL3P5
LOC100130455
LOC100130459
CBX1P4
HNF4GP1
NUCKS1P1
CCT6P4
UBFD1P1
LOC100130485
LOC100130487
GXYLT1P7
TPRG1LP1
RPS12P26
DNAJB6P4
SKP2P1
PGAM1P1
RPL5P8
RPL6P23
SUCLG2P4
LOC100130531
LOC100130532
VIM2P
RPL31P26
ISCA1P6
G2E3P1
RPL23AP68
HMGB1P10
RPS2P5
SEPTIN7P7
EIF1P4
LOC100130571
RAD23BP2
LOC100130574
PHB1P20
LOC100130582
CLIC4P2
CICP14
LOC100130602
RBM22P13
NPM1P51
WDR4P1
LOC100130612
LOC100130618
LOC100130620
RANP4
RPL15P22
ELOCP18
RPL23P3
EEF1B2P4
LOC100130632
SPATA31D2P
MORF4L1P7
LOC100130639
YWHAZP7
GPR160P1
HNRNPA1P45
CMPK1P2
IFNWP9
LOC100130673
LOC100130674
RPSAP38
NFYAP1
ANKRD49P4
USP12P2
LOC100130683
FSIP2LP
FABP5P6
ARHGAP42P2
RSL24D1P10
TP53TG3HP
BTNL12P
CAPZA1P4
ANP32BP2
LOC100130714
RPL34P26
UQCRBP2
RSL24D1P3
CCNYL5
LOC100130731
AKTIPP2
LOC100130747
LOC100130748
RPS8P9
UQCRHP1
METTL15P1
JMJD4P1
MTA3P1
RPS27P23
RPS15AP15
NDUFAF2P2
SALL4P5
RPS3AP22
RPL29P27
NDUFS5P7
SRSF10P1
LOC100130801
RPL39P13
UBL5P1
CCNG1P1
OSBPL9P1
RPS17P9
LOC100130841
SMIM7P1
SPRYD7P1
TSPY20P
LOC100130849
LOC100130854
LOC100130861
IFNWP15
ARMC8P1
CARM1P1
ZNRF2P3
LOC100130881
ATE1OSP
TSTD3
LOC100130891
RPL7P32
FLYWCH1P1
LOC100130909
RPL22P22
PSMA2P1
RPL5P33
SNRPGP15
ZNF663P
CSAG4
ADI1P1
ATP5MC1P7
RPL38P4
RPL7L1P4
CTBP2P2
PPP1R2P6
RPS2P35
RPL26P28
LOC100130990
UQCRFS1P3
ZNF969P
YPEL5P1
LOC100131011
YBX1P4
RPL7L1P18
RPL9P23
SLC25A5P4
TNPO3P1
ANKRD18EP
PPIGP1
HMGB3P28
LOC100131038
LOC100131041
SALL4P3
MED28P3
RPS4XP15
VN1R38P
WASHC3P1
KPNB1P1
MOB4P2
LOC100131080
RPS8P5
DNM1P17
RPL7P12
RPLP1P11
ISCA1P3
TATDN2P1
LOC100131107
SRSF3P4
VN1R67P
LOC100131124
LOC100131126
LOC100131127
HNRNPA1P13
MTHFD2P4
VN1R95P
RPL23AP19
DNAJC8P3
RPLP0P8
LOC100131158
PERPP3
RPL39P20
RPSAP39
RPS29P12
HMGN2P30
LIPT1P1
SSR1P2
RPS25P8
M6PRP1
RPL21P28
RPL29P16
DNAJA1P2
TMEM38BP1
ARL8BP2
RPL6P17
RPL30P4
AKTIPP3
PCBP2P3
LOC100131241
RPL9P27
SPCS2P1
PRXL2AP2
LOC100131254
LOC100131257
PNRC2P1
LOC100131264
TPT1P1
C2orf69P3
LOC100131280
GLUD1P9
PSMD14P1
RPS19P5
ACTG1P21
LOC100131294
PTCD2P1
BNIP3P21
THAP12P9
UQCRC2P1
FAM210CP
RPL18P6
RPL15P13
RPL32P4
NT5DC1P1
RDM1P5
LOC100131348
RPL3P12
LOC100131360
DUX4L27
DDX18P6
PABPC1P5
RPL36AP1
RPL39P32
NDUFA3P1
UBQLN4P2
RPS6P14
LOC100131411
OR7E163P
RPS27P22
LOC100131425
LOC100131429
CDC42P4
LOC100131441
RCC2P5
CTDSPL2P2
TLR12P
DBIL5P
SLC25A1P1
LOC100131465
RPS6P9
RPSAP62
PARLP2
NPM1P33
LOC100131479
RPL21P38
TXNL4AP1
ZIK1P1
LOC100131495
RPL6P32
RPL26P6
RPL19P7
APOOP3
LOC100131529
DPY19L4P1
RPL5P28
TRMT112P8
ZNF705EP
ECEL1P1
RPS6P4
CNN2P12
LOC100131553
ZCRB1P1
LOC100131557
CBY1P1
EIF4EP5
RBM43P1
RPS27P9
BMS1P19
LOC100131593
LOC100131597
HNRNPA1P2
PGAM4P2
RPS4XP22
CASP3P1
ETS2P1
NUTF2P6
WASF1P1
LOC100131625
ARL2BPP7
CCT4P2
RBM22P12
SDCBPP3
FTLP5
SEC13P1
RPL21P87
LOC100131676
CCNB3P1
LOC100131680
ENAHP1
VN1R68P
LOC100131689
EIF4EP2
RNF11P1
RFC3P1
RPL29P11
LOC100131725
RPL37AP7
LOC100131736
CIR1P1
GAPDHP40
LOC100131747
RPL19P3
GXYLT1P5
RPS12P12
LOC100131770
PSMA2P2
DPPA2P4
LOC100131779
ARL2BPP8
LOC100131785
RPS27P7
RPL26P29
VN1R46P
RPL15P19
UBE2D3P4
RPL6P18
ADH5P3
UBE2DNL
SUMO2P7
CIR1P2
ZFP91P1
HNRNPCP8
RPL23AP83
LOC100131849
CCDC12P1
CDRT15P5
LOC100131859
RPS18P5
RPS2P9
PPP4R2P4
CFL1P3
LOC100131877
ZYG11AP1
EI24P3
LOC100131884
NGRNP2
RPL3P11
E2F4P1
RPS27P21
RPL5P20
KIAA1191P3
SERF1AP1
BLOC1S2P1
RCC2P3
LETM1P2
GAPDHP41
LOC100131939
SNX5P1
RPL35AP13
PRPF38AP2
METTL5P1
ACTG1P22
RPS3P5
RPL15P12
ST13P19
LOC100131962
RPL7L1P3
RPS26P54
PRICKLE1P1
UBE2V1P9
HNRNPA1P25
SOWAHCP1
RPL29P8
UQCRHP3
RRN3P3
LOC100132004
LOC100132009
DNM1P28
NDUFB4P2
RPS29P10
LOC100132039
RPL22P6
RPS19P4
RPL30P8
DHFRP5
PDE4DIPP6
GPS2P2
RPL9P14
ALG1L3P
CCNB2P1
RDXP3
KARS1P3
AK6P1
LOC100132090
DNM1P32
HERC2P7
AK4P2
LOC100132108
RBM22P11
ETF1P3
RPL35AP5
TSPY17P
MTCH2P2
RPL39P14
DSTNP5
RPS3AP4
TUBB2BP1
LOC100132154
IL9RP4
LOC100132172
PPP1R26P3
LOC100132179
TRIM60P13
RPL36AP44
ZSWIM5P2
DNM1P29
ACTBP16
LOC100132229
CANT1P1
EXOSC8P1
ABHD17AP9
CDYLP1
RNFT1P2
RPL32P15
FKBP4P6
LOC100132280
NDUFB8P3
TEKT4P2
ABCB10P4
RPS27P29
PPP1R26P4
FAM91A4P
SLC29A4P2
FCF1P11
RPL38P3
NIPA2P1
SAR1AP4
CNOT7P2
CYP4F59P
CLUHP3
HSPE1P7
FRG1HP
SLC25A1P4
EEF1A1P34
RPS10P28
RPS29P8
AGGF1P1
RPS14P4
RPS15AP28
PGGT1BP2
GKN3P
SOCS5P4
ANKRD36P1
DUX4L18
GXYLT1P4
IQSEC3P1
GUSBP7
RNF2P1
RPL22P5
PTCD2P2
RPS27P6
RPS24P9
CENPNP1
RPS29P16
TSPY19P
ZNF114P1
GLRXP3
MTRF1LP1
LOC100132524
FGD5P1
PDHA1P1
DOCK11P1
GXYLT1P3
LOC100132543
RPL26P33
YPEL5P2
LOC100132570
LOC100132571
RBMXP4
SERBP1P4
PGAM1P5
XGY2
EIF3EP2
ZNF965P
LOC100132599
GAPDHP68
AGGF1P7
LOC100132609
SPRING1P1
SNX18P23
ATP5F1AP10
MTFR2P2
LOC100132626
CICP3
BTF3P14
RPL7AP75
RPL17P41
LOC100132647
LOC100132651
FKBP4P1
NSA2P3
LOC100132659
LOC100132669
GXYLT1P6
RPS2P28
RPL7AP45
NFU1P1
PDCL3P3
SSBP3P4
NFU1P2
CYP4F30P
NAMPTP2
RPL15P21
SSBP3P3
DCAF13P3
ANKRD20A13P
PIMREGP3
RPL17P7
RFKP2
VN1R7P
MTNAP1P1
PABPC1P8
RAB28P3
LOC100132773
NACAP6
LOC100132781
LOC100132789
RPL12P32
NIFKP6
LOC100132797
HNRNPH1P1
RBMX2P2
NACAP10
IPO5P1
LOC100132817
TUBAP11
LOC100132830
TNIP2P1
PMS2P9
LOC100132834
NMNAT1P4
ATP5POP1
LOC100132857
HMGB1P37
LOC100132865
RAB28P4
RPL13AP10
DPH3P1
RAP1BP3
EIF4EP3
CICP4
RPL6P11
RPL13AP19
FAM25BP
AQP7P4
PRELID3BP6
RBM17P3
RPS21P2
GYG1P1
SYPL1P2
ELOCP29
LOC100132977
ATP6V0CP1
GOLGA8DP
RPL37AP3
HMGN1P30
RPS21P3
RPS8P3
RASA4DP
LOC100133007
CHEK2P1
AMD1P1
LOC100133029
RPL7P4
RPL18AP7
PPP1R26P5
GUSBP19
RPS9P3
CENPNP2
FAM217AP1
PPP1R26P2
ABRAXAS1P2
SLC25A5P9
SLC25A1P2
VN1R18P
LOC100133092
RPL6P8
LOC100133102
RPL7L1P13
RPL13P10
RBPJP7
LOC100133127
DEFB108F
LOC100133137
RPL12P41
LOC100133147
LOC100133150
RPL32P34
BCRP7
LOC100133165
CCR12P
RPL11P1
LOC100133177
DDX3P1
RPL32P28
RAB28P1
RBM22P5
COX6B1P7
RRAS2P1
ABHD17AP7
GOLGA6L3P
RPL39P27
LOC100133225
SBF1P1
RPL26P14
LOC100133244
LOC100133252
RPS14P5
CBX1P5
CHORDC1P3
ATP6V0E1P3
BMS1P7
HAUS6P2
RPL21P80
LOC100133284
PCDH8P1
RPL34P16
CYP1D1P
RSU1P2
EIF4A2P3
HMGB1P28
SETP1
LOC100133316
KLF17P1
LOC100133326
RBM17P1
RPS27P24
LOC100133920
LOC100134362
MTX2P1
UBE2Q2P2
GTF3AP6
GTF3AP1
ATG3P1
VTRNA3-1P
POGLUT2P1
PPP6CP
RNU7-2P
RNU7-3P
RNU7-4P
RNU7-5P
RNU7-6P
RNU5B-2P
RNU5B-3P
RNU5B-4P
RNU5B-5P
RNU5B-6P
RNU7-7P
RNU7-8P
RNU7-9P
RNU7-10P
RNU7-11P
RNU7-12P
RNU7-13P
RNU7-14P
RNU7-15P
RNU7-16P
RNU7-17P
RNU7-18P
RNU7-19P
RNU7-20P
RNU7-21P
RNU7-22P
RNU7-23P
CBX1P2
RNU7-25P
RNU7-26P
RNU7-27P
RNU7-28P
RNU7-29P
RNU7-30P
RNU7-31P
RNU7-32P
RNU7-33P
RNU7-34P
RNU7-35P
RNU7-36P
RNU7-37P
RNU7-38P
RNU7-39P
RNU7-40P
RNU7-41P
RNU7-42P
RNU7-43P
RNU7-44P
RNU7-45P
RNU7-46P
RNU7-47P
RNU7-48P
RNU7-49P
RNU7-50P
EXOSC3P1
PHKG1P4
ATG12P1
USF1P1
LETM1P3
RNU7-51P
RNU7-52P
RNU7-53P
RNU7-54P
RNU7-56P
RNU7-57P
RNU7-58P
RNU7-59P
RNU7-60P
RNU7-61P
RNU7-62P
RNU7-63P
CBX5P1
RNU7-64P
RNU7-65P
RNU7-66P
RNU7-67P
RNU7-69P
RNU7-70P
RNU7-71P
RNU7-72P
RNU7-73P
RNU7-74P
RNU7-75P
RNU7-76P
RNU7-77P
RNU7-78P
RNU7-79P
RNU7-80P
RNU7-81P
RNU7-82P
RNU7-83P
RNU7-84P
RNU7-85P
RNU6ATAC2P
RNU6ATAC3P
RNU6ATAC4P
RNU6ATAC5P
NF1P7
NEK2P3
RNY4P19
RNY5P7
RNY5P9
RNY5P10
RNY4P7
DBIL5P2
GSTA9P
SPOPLP3
LOC100187725
CDCA4P4
TRK-CTT13-1
TRE-CTC12-1
TRL-TAG4-1
TRSUP-CTA2-1
TRR-CCT7-1
TRQ-TTG7-1
NMTRQ-TTG7-1
